Ngay,Ma_CP,Nganh,Gia_Mo_Cua,Gia_Dong_Cua,Gia_Cao_Nhat,Gia_Thap_Nhat,Khoi_Luong_Giao_Dich,Xu_Huong_Thi_Truong,Ty_Suat_Co_Tuc,He_So_P/E
2023-07-25,IMP,Y tế,70300,69200.0,71600,68600,5.7,Giảm,4.7,25.4
2023-07-26,IMP,Y tế,67300,69000.0,70000,66900,5.6,Tăng,4.7,24.9
2023-07-27,IMP,Y tế,68900,68200.0,69700,67100,4.3,Đi ngang,4.7,24.4
2023-07-28,IMP,Y tế,66900,68800.0,69400,66000,1.2,Tăng,4.7,24.4
2023-07-31,IMP,Y tế,69300,70700.0,71500,68500,7.1,Tăng,4.7,24.7
2023-08-01,IMP,Y tế,71100,70800.0,72100,69500,4.5,Đi ngang,4.7,25.1
2023-08-02,IMP,Y tế,69900,70000.0,70900,69300,4.8,Đi ngang,4.7,25.3
2023-08-03,IMP,Y tế,70800,69600.0,72300,68300,2.6,Biến động mạnh,4.7,
2023-08-04,IMP,Y tế,72600,70800.0,73800,70000,7.5,Giảm,4.7,26.1
2023-08-07,IMP,Y tế,71100,71600.0,72400,69900,5.7,Đi ngang,4.7,26.6
2023-08-08,IMP,Y tế,71000,70900.0,72000,69400,7.1,Đi ngang,4.7,26.8
2023-08-09,IMP,Y tế,70700,72100.0,72500,70100,9.0,Tăng,4.7,27.4
2023-08-10,IMP,Y tế,68900,69800.0,70200,67900,3.7,Tăng,4.7,26.6
2023-08-11,IMP,Y tế,69800,69700.0,71000,69300,4.2,Đi ngang,4.7,26.6
2023-08-14,IMP,Y tế,69400,68400.0,70100,67600,5.1,Giảm,4.7,26.1
2023-08-15,IMP,Y tế,65900,67100.0,68000,65100,3.7,Tăng,4.7,25.7
2023-08-16,IMP,Y tế,67400,66400.0,67800,65600,6.6,Giảm,4.7,25.7
2023-08-17,IMP,Y tế,64400,64600.0,65800,63200,2.5,Đi ngang,4.7,25.3
2023-08-18,IMP,Y tế,64400,63900.0,65700,63200,7.2,Đi ngang,4.7,25.2
2023-08-21,IMP,Y tế,61000,62300.0,62900,60200,6.9,Tăng,4.7,24.7
2023-08-22,IMP,Y tế,62400,63500.0,64200,60900,2.4,Tăng,4.7,25.4
2023-08-23,IMP,Y tế,61900,60900.0,62800,60100,6.9,Giảm,4.7,24.7
2023-08-24,IMP,Y tế,59500,60300.0,61500,58600,5.6,Đi ngang,4.7,24.6
2023-08-25,IMP,Y tế,61600,59800.0,62000,59100,6.8,Giảm,4.7,24.7
2023-08-28,IMP,Y tế,58600,59300.0,60800,57600,7.2,Biến động mạnh,4.7,24.7
2023-08-29,IMP,Y tế,59400,59100.0,60100,58700,6.0,Đi ngang,4.7,25.1
2023-08-30,IMP,Y tế,58400,56500.0,59200,56100,7.9,Giảm,4.7,24.4
2023-08-31,IMP,Y tế,59000,57300.0,59500,56200,2.7,Giảm,4.7,24.8
2023-09-01,IMP,Y tế,60500,59100.0,61800,58500,2.3,Giảm,4.7,25.5
2023-09-04,IMP,Y tế,59100,60800.0,61500,57800,8.9,Tăng,4.7,26.0
2023-09-05,IMP,Y tế,61400,59900.0,62600,59100,5.3,Giảm,4.7,
2023-09-06,IMP,Y tế,64100,62300.0,64800,61000,6.1,Giảm,4.7,26.0
2023-09-07,IMP,Y tế,62800,63300.0,63800,61700,3.0,Đi ngang,4.7,26.3
2023-09-08,IMP,Y tế,63700,64700.0,65700,63000,7.9,Tăng,4.7,26.7
2023-09-11,IMP,Y tế,66900,64900.0,68100,63800,7.2,Giảm,4.7,26.4
2023-09-12,IMP,Y tế,66900,66100.0,68300,65500,5.0,Đi ngang,4.7,26.6
2023-09-13,IMP,Y tế,65600,64700.0,66400,64000,8.9,Giảm,4.7,25.9
2023-09-14,IMP,Y tế,64900,63200.0,66000,61900,9.7,Giảm,4.7,25.2
2023-09-15,IMP,Y tế,64900,63700.0,66400,62900,3.7,Giảm,4.7,25.0
2023-09-18,IMP,Y tế,65000,65000.0,65300,63900,3.8,Đi ngang,4.7,25.3
2023-09-19,IMP,Y tế,67800,67000.0,68100,66600,2.0,Giảm,4.7,25.8
2023-09-20,IMP,Y tế,64300,66100.0,66500,63000,,Tăng,4.7,25.1
2023-09-21,IMP,Y tế,66900,66200.0,67300,65400,4.6,Giảm,4.7,25.1
2023-09-22,IMP,Y tế,68500,68700.0,69400,67700,7.2,Đi ngang,4.7,25.7
2023-09-25,IMP,Y tế,69900,70600.0,71400,69300,8.4,Tăng,4.7,26.0
2023-09-26,IMP,Y tế,70800,72200.0,73600,70400,7.7,Tăng,4.7,26.3
2023-09-27,IMP,Y tế,71400,72600.0,73400,70200,3.4,Tăng,4.7,26.4
2023-09-28,IMP,Y tế,71500,71500.0,72500,70600,7.5,Đi ngang,4.7,25.9
2023-09-29,IMP,Y tế,70300,71600.0,73100,69600,7.0,Tăng,4.7,25.5
2023-10-02,IMP,Y tế,70800,71600.0,72200,69300,5.7,Đi ngang,4.7,25.7
2023-10-03,IMP,Y tế,72900,71900.0,73500,70400,3.9,Giảm,4.7,25.9
2023-10-04,IMP,Y tế,72600,72400.0,73600,72000,7.5,Đi ngang,4.7,26.1
2023-10-05,IMP,Y tế,72200,72000.0,73500,71200,6.6,Đi ngang,4.7,26.3
2023-10-06,IMP,Y tế,74100,72800.0,74400,71800,7.1,Giảm,4.7,26.6
2023-10-09,IMP,Y tế,71900,72900.0,73400,71200,3.3,Tăng,4.7,27.0
2023-10-10,IMP,Y tế,75600,74400.0,76000,73300,8.0,Giảm,4.7,27.7
2023-10-11,IMP,Y tế,75400,75100.0,76600,74800,4.5,Đi ngang,4.7,28.1
2023-10-12,IMP,Y tế,73400,75300.0,76500,72700,3.9,Tăng,4.7,28.4
2023-10-13,IMP,Y tế,78300,76300.0,79800,75700,4.9,Giảm,4.7,29.0
2023-10-16,IMP,Y tế,76000,75400.0,77000,74200,6.4,Đi ngang,4.7,29.1
2023-10-17,IMP,Y tế,74200,74000.0,75200,73700,8.5,Đi ngang,4.7,28.6
2023-10-18,IMP,Y tế,74000,72300.0,74400,71600,8.2,Giảm,4.7,28.3
2023-10-19,IMP,Y tế,72700,72300.0,73800,71600,8.7,Đi ngang,4.7,28.8
2023-10-20,IMP,Y tế,69700,70000.0,71100,68800,6.4,Đi ngang,4.7,28.1
2023-10-23,IMP,Y tế,65500,67300.0,68300,64400,9.0,Tăng,4.7,27.4
2023-10-24,IMP,Y tế,69600,68300.0,70600,67000,9.9,Giảm,4.7,28.0
2023-10-25,IMP,Y tế,68800,67500.0,69200,66700,7.4,Giảm,4.7,27.8
2023-10-26,IMP,Y tế,67700,68300.0,69000,66700,6.0,Đi ngang,4.7,28.6
2023-10-27,IMP,Y tế,67900,66400.0,68600,65400,6.6,Giảm,4.7,28.2
2023-10-30,IMP,Y tế,67500,66700.0,68700,65300,5.4,Biến động mạnh,4.7,28.9
2023-10-31,IMP,Y tế,67600,66400.0,68500,65900,7.5,Giảm,4.7,29.2
2023-11-01,IMP,Y tế,67500,66100.0,68800,65600,2.7,Giảm,4.7,28.5
2023-11-02,IMP,Y tế,66300,67600.0,68100,65600,3.6,Tăng,4.7,29.0
2023-11-03,IMP,Y tế,67200,67200.0,68300,66200,7.4,Đi ngang,4.7,28.6
2023-11-06,IMP,Y tế,69100,67500.0,70000,66400,8.2,Giảm,4.7,28.5
2023-11-07,IMP,Y tế,67000,,67400,66300,4.9,Đi ngang,4.7,27.8
2023-11-08,IMP,Y tế,65100,66400.0,67200,64600,6.1,Tăng,4.7,27.4
2023-11-09,IMP,Y tế,66500,66100.0,67900,65700,7.3,Đi ngang,4.7,27.0
2023-11-10,IMP,Y tế,65100,64600.0,66500,63900,4.6,Đi ngang,4.7,26.3
2023-11-13,IMP,Y tế,66300,65300.0,67700,64100,7.6,Biến động mạnh,4.7,26.5
2023-11-14,IMP,Y tế,63100,64200.0,64800,62700,2.3,Tăng,4.7,26.0
2023-11-15,IMP,Y tế,65700,67100.0,68400,64600,8.6,Tăng,4.7,26.7
2023-11-16,IMP,Y tế,67300,65400.0,68400,64500,9.9,Giảm,4.7,25.9
2023-11-17,IMP,Y tế,64300,65900.0,66900,63300,7.8,Tăng,4.7,25.8
2023-11-20,IMP,Y tế,65200,64300.0,66000,63500,1.8,Giảm,4.7,25.2
2023-11-21,IMP,Y tế,66100,64700.0,66700,64300,5.5,Giảm,4.7,25.3
2023-11-22,IMP,Y tế,62800,64300.0,65000,62400,3.4,Tăng,4.7,25.1
2023-11-23,IMP,Y tế,62700,64000.0,64600,62200,4.5,Tăng,4.7,24.8
2023-11-24,IMP,Y tế,64100,,65300,61900,7.4,Giảm,4.7,24.3
2023-11-27,IMP,Y tế,61700,62600.0,64100,60700,4.9,Biến động mạnh,4.7,23.9
2023-11-28,IMP,Y tế,63200,63600.0,65100,62700,7.1,Đi ngang,4.7,24.0
2023-11-29,IMP,Y tế,64000,64100.0,64500,63100,7.5,Đi ngang,4.7,23.8
2023-11-30,IMP,Y tế,61700,62900.0,63700,61000,5.6,Tăng,4.7,23.1
2023-12-01,IMP,Y tế,61500,61900.0,63100,61000,9.2,Đi ngang,4.7,22.8
2023-12-04,IMP,Y tế,59300,60300.0,61800,58700,3.7,Tăng,4.7,22.3
2023-12-05,IMP,Y tế,59400,60500.0,60900,57900,5.8,Tăng,4.7,22.7
2023-12-06,IMP,Y tế,60100,59400.0,61400,58200,2.7,Biến động mạnh,4.7,22.5
2023-12-07,IMP,Y tế,58400,59400.0,60400,57900,4.1,Tăng,4.7,22.6
2023-12-08,IMP,Y tế,55300,56600.0,57200,54800,10.1,Tăng,4.7,22.0
2023-12-11,IMP,Y tế,57600,55800.0,58800,54600,4.8,Giảm,4.7,
2023-12-12,IMP,Y tế,56900,55600.0,57200,54900,9.1,Giảm,4.7,22.1
2023-12-13,IMP,Y tế,55000,53300.0,56400,52400,6.0,Giảm,4.7,21.6
2023-12-14,IMP,Y tế,52200,51400.0,53200,50800,1.6,Giảm,4.7,21.0
2023-12-15,IMP,Y tế,52500,52300.0,53100,51000,5.3,Đi ngang,4.7,21.4
2023-12-18,IMP,Y tế,53300,52500.0,53800,51900,8.6,Giảm,4.7,21.9
2023-12-19,IMP,Y tế,52400,52200.0,53500,51800,6.8,Đi ngang,4.7,21.9
2023-12-20,IMP,Y tế,52600,52000.0,53500,51100,3.1,Đi ngang,4.7,22.1
2023-12-21,IMP,Y tế,51700,50800.0,52300,50000,5.7,Giảm,4.7,21.9
2023-12-22,IMP,Y tế,49900,51200.0,51900,48500,5.0,Tăng,4.7,22.5
2023-12-25,IMP,Y tế,50300,51800.0,52200,50000,5.9,Tăng,4.7,23.1
2023-12-26,IMP,Y tế,52400,51300.0,53100,50200,3.3,Giảm,4.7,23.2
2023-12-27,IMP,Y tế,49900,49700.0,51300,48800,7.0,Đi ngang,4.7,22.8
2023-12-28,IMP,Y tế,48800,48300.0,50200,47300,8.1,Biến động mạnh,4.7,22.4
2023-12-29,IMP,Y tế,45600,46000.0,46300,44700,5.0,Đi ngang,4.7,21.8
2023-01-02,TRA,Y tế,40100,40900.0,41300,39100,6.3,Tăng,4.6,19.8
2023-01-03,TRA,Y tế,41600,40400.0,42000,39300,3.3,Giảm,4.6,19.4
2023-01-04,TRA,Y tế,40300,40200.0,41200,38900,2.2,Biến động mạnh,4.6,19.0
2023-01-05,TRA,Y tế,42000,41200.0,43400,40300,7.2,Biến động mạnh,4.6,19.3
2023-01-06,TRA,Y tế,42400,42600.0,44100,41800,1.4,Biến động mạnh,4.6,19.6
2023-01-09,TRA,Y tế,43500,42700.0,44700,41700,7.7,Biến động mạnh,4.6,19.4
2023-01-10,TRA,Y tế,44300,42700.0,45200,41400,3.0,Giảm,4.6,19.0
2023-01-11,TRA,Y tế,43100,44000.0,44700,41900,6.8,Tăng,4.6,19.3
2023-01-12,TRA,Y tế,43700,44400.0,45100,42800,1.2,Tăng,4.6,19.4
2023-01-13,TRA,Y tế,45300,43600.0,45600,43200,5.4,Giảm,4.6,19.0
2023-01-16,TRA,Y tế,44100,43300.0,45200,42400,4.0,Biến động mạnh,4.6,18.8
2023-01-17,TRA,Y tế,43900,42300.0,44400,41800,3.0,Giảm,4.6,18.3
2023-01-18,TRA,Y tế,42800,43800.0,44100,42200,1.3,Tăng,4.6,18.8
2023-01-19,TRA,Y tế,46700,44900.0,47100,44500,4.3,Giảm,4.6,19.0
2023-01-20,TRA,Y tế,46300,46100.0,46900,45100,,Đi ngang,4.6,19.4
2023-01-23,TRA,Y tế,47500,47700.0,48800,46000,3.0,Biến động mạnh,4.6,19.9
2023-01-24,TRA,Y tế,46300,46800.0,47800,45200,4.7,Biến động mạnh,4.6,19.4
2023-01-25,TRA,Y tế,46300,47100.0,48500,45700,6.2,Biến động mạnh,4.6,19.3
2023-01-26,TRA,Y tế,45700,46900.0,47700,44800,2.5,Tăng,4.6,19.0
2023-01-27,TRA,Y tế,47800,47100.0,48700,46600,1.9,Giảm,4.6,18.7
2023-01-30,TRA,Y tế,49600,47800.0,50600,46700,4.1,Giảm,4.6,19.0
2023-01-31,TRA,Y tế,46300,46900.0,47600,45200,1.5,Biến động mạnh,4.6,18.5
2023-02-01,TRA,Y tế,45900,45600.0,46500,44100,6.6,Biến động mạnh,4.6,18.0
2023-02-02,TRA,Y tế,48000,46100.0,49500,45700,3.3,Giảm,4.6,18.5
2023-02-03,TRA,Y tế,46300,47000.0,47600,45700,8.8,Tăng,4.6,19.0
2023-02-06,TRA,Y tế,45800,,47200,45000,6.0,Đi ngang,4.6,18.5
2023-02-07,TRA,Y tế,47200,45700.0,48200,45200,5.7,Giảm,4.6,18.7
2023-02-08,TRA,Y tế,43200,44800.0,45200,42000,6.3,Tăng,4.6,18.4
2023-02-09,TRA,Y tế,42700,44100.0,45000,41900,1.2,Tăng,4.6,18.2
2023-02-10,TRA,Y tế,40900,42900.0,44100,40500,4.2,Tăng,4.6,17.8
2023-02-13,TRA,Y tế,41900,,43600,40700,1.4,Biến động mạnh,4.6,17.6
2023-02-14,TRA,Y tế,41200,41600.0,42400,40500,4.5,Đi ngang,4.6,
2023-02-15,TRA,Y tế,39900,40100.0,40400,39200,5.8,Đi ngang,4.6,17.1
2023-02-16,TRA,Y tế,41000,39200.0,41400,38200,1.2,Giảm,4.6,16.9
2023-02-17,TRA,Y tế,38200,38300.0,39800,37900,2.7,Đi ngang,4.6,16.6
2023-02-20,TRA,Y tế,36100,37400.0,37900,35500,8.0,Tăng,4.6,
2023-02-21,TRA,Y tế,37000,37300.0,38200,36400,6.4,Đi ngang,4.6,16.2
2023-02-22,TRA,Y tế,39500,38400.0,40900,37900,2.1,Giảm,4.6,16.7
2023-02-23,TRA,Y tế,37400,,37900,36500,3.8,Đi ngang,4.6,16.3
2023-02-24,TRA,Y tế,36000,36700.0,37800,35100,2.7,Biến động mạnh,4.6,
2023-02-27,TRA,Y tế,37900,36300.0,39300,35200,6.5,Giảm,4.6,16.3
2023-02-28,TRA,Y tế,35800,36100.0,36600,34400,5.5,Biến động mạnh,4.6,16.4
2023-03-01,TRA,Y tế,36100,36700.0,37000,34800,1.7,Biến động mạnh,4.6,16.6
2023-03-02,TRA,Y tế,38100,38000.0,39300,36900,2.6,Biến động mạnh,4.6,17.1
2023-03-03,TRA,Y tế,37100,38000.0,39300,35900,7.3,Biến động mạnh,4.6,16.9
2023-03-06,TRA,Y tế,37800,38400.0,39400,36300,3.5,Biến động mạnh,4.6,16.8
2023-03-07,TRA,Y tế,39300,38100.0,40000,37200,7.3,Giảm,4.6,
2023-03-08,TRA,Y tế,39400,39200.0,39900,38100,4.0,Đi ngang,4.6,17.0
2023-03-09,TRA,Y tế,40000,39900.0,40400,39000,6.3,Đi ngang,4.6,17.3
2023-03-10,TRA,Y tế,41500,39900.0,42100,38500,3.3,Giảm,4.6,17.2
2023-03-13,TRA,Y tế,38200,39400.0,40300,37100,3.1,Tăng,4.6,16.7
2023-03-14,TRA,Y tế,41100,40000.0,41700,38700,3.4,Giảm,4.6,16.8
2023-03-15,TRA,Y tế,39800,39300.0,40400,38900,3.2,Giảm,4.6,16.5
2023-03-16,TRA,Y tế,42200,40200.0,43000,38900,5.8,Giảm,4.6,16.8
2023-03-17,TRA,Y tế,41300,41200.0,41700,40400,3.1,Đi ngang,4.6,16.9
2023-03-20,TRA,Y tế,41600,42700.0,43300,40400,6.4,Tăng,4.6,17.2
2023-03-21,TRA,Y tế,44500,44500.0,45500,43600,8.5,Đi ngang,4.6,17.6
2023-03-22,TRA,Y tế,44500,44500.0,45700,43500,5.3,Đi ngang,4.6,17.5
2023-03-23,TRA,Y tế,45700,44200.0,46700,43700,,Giảm,4.6,17.3
2023-03-24,TRA,Y tế,45900,44500.0,46900,43300,3.0,Giảm,4.6,17.2
2023-03-27,TRA,Y tế,45000,45900.0,47100,44500,6.0,Tăng,4.6,17.5
2023-03-28,TRA,Y tế,45700,45800.0,47100,44200,1.3,Biến động mạnh,4.6,17.1
2023-03-29,TRA,Y tế,45700,47400.0,48700,45100,2.0,Tăng,4.6,17.6
2023-03-30,TRA,Y tế,47800,47500.0,48500,46500,6.3,Đi ngang,4.6,17.6
2023-03-31,TRA,Y tế,48600,48300.0,49300,47500,4.4,Đi ngang,4.6,17.6
2023-04-03,TRA,Y tế,46400,47600.0,48600,45600,5.3,Tăng,4.6,17.4
2023-04-04,TRA,Y tế,44900,46000.0,47200,44300,1.7,Tăng,4.6,16.9
2023-04-05,TRA,Y tế,46200,45100.0,47100,44400,5.0,Giảm,4.6,16.7
2023-04-06,TRA,Y tế,45900,44500.0,47200,44000,5.9,Giảm,4.6,16.6
2023-04-07,TRA,Y tế,43600,44700.0,45500,42700,5.4,Tăng,4.6,16.7
2023-04-10,TRA,Y tế,44400,43400.0,44900,43100,4.1,Giảm,4.6,16.3
2023-04-11,TRA,Y tế,42200,42400.0,43800,40700,5.2,Biến động mạnh,4.6,16.2
2023-04-12,TRA,Y tế,42100,43100.0,44600,40800,3.6,Biến động mạnh,4.6,16.5
2023-04-13,TRA,Y tế,43100,43400.0,44300,42400,3.6,Đi ngang,4.6,16.8
2023-04-14,TRA,Y tế,42300,42300.0,42700,41800,2.3,Đi ngang,4.6,16.4
2023-04-17,TRA,Y tế,41600,42100.0,42500,40900,1.2,Tăng,4.6,16.3
2023-04-18,TRA,Y tế,42800,42400.0,43400,41400,1.6,Đi ngang,4.6,16.6
2023-04-19,TRA,Y tế,42400,42700.0,43600,41100,4.6,Biến động mạnh,4.6,16.9
2023-04-20,TRA,Y tế,41900,41900.0,42300,41200,4.0,Đi ngang,4.6,16.9
2023-04-21,TRA,Y tế,43100,42300.0,43500,41700,7.1,Giảm,4.6,17.2
2023-04-24,TRA,Y tế,44900,43000.0,46000,42700,3.7,Giảm,4.6,17.6
2023-04-25,TRA,Y tế,41400,41600.0,42300,40600,5.5,Đi ngang,4.6,17.2
2023-04-26,TRA,Y tế,39900,40300.0,41600,39300,3.5,Biến động mạnh,4.6,16.8
2023-04-27,TRA,Y tế,40600,40400.0,42100,39900,7.3,Biến động mạnh,4.6,16.9
2023-04-28,TRA,Y tế,41300,40600.0,42600,40200,4.8,Biến động mạnh,4.6,17.1
2023-05-01,TRA,Y tế,42600,40800.0,43500,40200,4.6,Giảm,4.6,17.0
2023-05-02,TRA,Y tế,43400,42500.0,44700,41800,8.7,Giảm,4.6,17.4
2023-05-03,TRA,Y tế,42100,43900.0,45200,41600,8.0,Tăng,4.6,17.9
2023-05-04,TRA,Y tế,44500,45700.0,46500,43100,4.1,Tăng,4.6,18.4
2023-05-05,TRA,Y tế,45700,45100.0,46700,44200,7.7,Biến động mạnh,4.6,18.1
2023-05-08,TRA,Y tế,43800,44800.0,45500,42800,1.4,Tăng,4.6,17.7
2023-05-09,TRA,Y tế,44700,44400.0,45300,43800,8.5,Đi ngang,4.6,17.4
2023-05-10,TRA,Y tế,44000,45300.0,46100,42700,5.3,Tăng,4.6,17.6
2023-05-11,TRA,Y tế,43200,45000.0,46100,42200,2.2,Tăng,4.6,17.5
2023-05-12,TRA,Y tế,43400,45100.0,45600,42400,3.4,Tăng,4.6,17.4
2023-05-15,TRA,Y tế,45200,45500.0,45800,44400,5.7,Đi ngang,4.6,17.6
2023-05-16,TRA,Y tế,46100,47200.0,48100,44800,4.8,Tăng,4.6,17.9
2023-05-17,TRA,Y tế,49300,48100.0,50100,47800,4.0,Giảm,4.6,18.2
2023-05-18,TRA,Y tế,46500,48000.0,48400,45800,6.2,Tăng,4.6,18.1
2023-05-19,TRA,Y tế,48000,49200.0,50700,47600,6.4,Tăng,4.6,18.5
2023-05-22,TRA,Y tế,48400,50100.0,50800,47500,4.2,Tăng,4.6,18.7
2023-05-23,TRA,Y tế,50800,50700.0,51200,49500,4.2,Đi ngang,4.6,18.6
2023-05-24,TRA,Y tế,51600,50000.0,52400,48800,3.2,Giảm,4.6,18.3
2023-05-25,TRA,Y tế,53400,51900.0,54200,50900,4.5,Giảm,4.6,18.7
2023-05-26,TRA,Y tế,50700,52600.0,53800,49300,6.1,Tăng,4.6,18.7
2023-05-29,TRA,Y tế,50400,,52700,49100,5.4,Biến động mạnh,4.6,18.2
2023-05-30,TRA,Y tế,52400,51400.0,53600,49900,7.2,Biến động mạnh,4.6,18.1
2023-05-31,TRA,Y tế,54500,52800.0,55600,51900,3.4,Giảm,4.6,18.5
2023-06-01,TRA,Y tế,52000,50600.0,53300,50000,9.3,Giảm,4.6,18.0
2023-06-02,TRA,Y tế,50600,50000.0,51400,48700,3.4,Biến động mạnh,4.6,18.0
2023-06-05,TRA,Y tế,49100,47700.0,50200,46600,9.5,Giảm,4.6,17.5
2023-06-06,TRA,Y tế,45900,45900.0,46300,45600,9.2,Đi ngang,4.6,17.0
2023-06-07,TRA,Y tế,42300,43900.0,45400,41500,6.0,Tăng,4.6,16.5
2023-06-08,TRA,Y tế,43900,42900.0,45300,42000,5.2,Giảm,4.6,16.4
2023-06-09,TRA,Y tế,41800,41100.0,43000,39900,6.0,Biến động mạnh,4.6,16.0
2023-06-12,TRA,Y tế,42700,40900.0,43300,40400,2.0,Giảm,4.6,16.2
2023-06-13,TRA,Y tế,41000,39600.0,41600,38300,6.5,Giảm,4.6,15.8
2023-06-14,TRA,Y tế,38200,38800.0,39900,37100,8.3,Biến động mạnh,4.6,15.5
2023-06-15,TRA,Y tế,36000,37700.0,38100,35600,4.1,Tăng,4.6,15.2
2023-06-16,TRA,Y tế,37200,37800.0,38700,36200,2.0,Biến động mạnh,4.6,
2023-06-19,TRA,Y tế,36800,36900.0,38100,36100,8.1,Biến động mạnh,4.6,15.2
2023-06-20,TRA,Y tế,38400,37300.0,39700,36200,4.5,Giảm,4.6,15.6
2023-06-21,TRA,Y tế,38700,37500.0,40100,36900,2.4,Giảm,4.6,15.7
2023-06-22,TRA,Y tế,35900,36700.0,37500,35200,6.9,Tăng,4.6,15.5
2023-06-23,TRA,Y tế,34800,35900.0,36600,33600,6.7,Tăng,4.6,15.3
2023-06-26,TRA,Y tế,33100,34900.0,35500,31900,8.6,Tăng,4.6,15.1
2023-06-27,TRA,Y tế,33700,34000.0,34900,32700,2.9,Biến động mạnh,4.6,14.9
2023-06-28,TRA,Y tế,32100,34000.0,35500,31700,8.4,Tăng,4.6,15.2
2023-06-29,TRA,Y tế,35100,34400.0,35900,33800,5.7,Giảm,4.6,15.4
2023-06-30,TRA,Y tế,35700,34900.0,37200,33600,5.1,Biến động mạnh,4.6,15.8
2023-07-03,TRA,Y tế,33400,34200.0,35000,32600,4.5,Tăng,4.6,15.4
2023-07-04,TRA,Y tế,35200,35200.0,35600,34900,6.9,Đi ngang,4.6,15.8
2023-07-05,TRA,Y tế,34100,,36800,33200,7.4,Tăng,4.6,15.7
2023-07-06,TRA,Y tế,36200,36500.0,37900,35900,4.1,Biến động mạnh,4.6,16.0
2023-07-07,TRA,Y tế,39000,37700.0,40100,36300,4.3,Giảm,4.6,16.3
2023-07-10,TRA,Y tế,35900,37000.0,37900,34700,9.2,Tăng,4.6,16.0
2023-07-11,TRA,Y tế,37200,36300.0,38400,35800,6.6,Giảm,4.6,15.6
2023-07-12,TRA,Y tế,35700,36000.0,37300,35000,8.1,Biến động mạnh,4.6,15.2
2023-07-13,TRA,Y tế,35500,36700.0,37300,34200,6.4,Tăng,4.6,15.3
2023-07-14,TRA,Y tế,35200,37000.0,37400,33800,2.0,Tăng,4.6,15.2
2023-07-17,TRA,Y tế,36500,38000.0,38500,35000,5.9,Tăng,4.6,15.4
2023-07-18,TRA,Y tế,39400,38200.0,40800,36800,1.7,Biến động mạnh,4.6,15.3
2023-07-19,TRA,Y tế,39600,39200.0,40600,38200,6.1,Biến động mạnh,4.6,15.7
2023-07-20,TRA,Y tế,38200,39100.0,40200,36800,5.0,Biến động mạnh,4.6,15.4
2023-07-21,TRA,Y tế,38800,39700.0,40600,37800,5.9,Tăng,4.6,15.4
2023-07-24,TRA,Y tế,41500,41400.0,42500,40200,8.7,Biến động mạnh,4.6,15.8
2023-07-25,TRA,Y tế,42900,42600.0,44100,41700,2.7,Biến động mạnh,4.6,16.2
2023-07-26,TRA,Y tế,41700,42400.0,43600,40600,6.3,Biến động mạnh,4.6,15.9
2023-07-27,TRA,Y tế,42300,43000.0,43800,41300,6.5,Biến động mạnh,4.6,16.0
2023-07-28,TRA,Y tế,42900,43100.0,43500,41600,7.4,Đi ngang,4.6,16.0
2023-07-31,TRA,Y tế,43500,42900.0,45000,42400,3.9,Biến động mạnh,4.6,15.8
2023-08-01,TRA,Y tế,42400,43400.0,44800,41100,4.1,Biến động mạnh,4.6,16.2
2023-08-02,TRA,Y tế,40700,41500.0,42500,39700,,Biến động mạnh,4.6,15.7
2023-08-03,TRA,Y tế,41000,40100.0,41600,39000,8.0,Giảm,4.6,15.2
2023-08-04,TRA,Y tế,37900,38700.0,40000,37000,4.3,Biến động mạnh,4.6,14.8
2023-08-07,TRA,Y tế,38900,37600.0,40000,36800,4.2,Giảm,4.6,14.6
2023-08-08,TRA,Y tế,37100,37800.0,39000,36100,8.5,Biến động mạnh,4.6,14.7
2023-08-09,TRA,Y tế,37300,38500.0,39200,36500,10.0,Tăng,4.6,15.1
2023-08-10,TRA,Y tế,36400,37000.0,38100,34900,7.1,Biến động mạnh,4.6,14.7
2023-08-11,TRA,Y tế,38100,36200.0,38500,35200,3.3,Giảm,4.6,14.5
2023-08-14,TRA,Y tế,36200,35300.0,36700,34100,7.3,Giảm,4.6,14.4
2023-08-15,TRA,Y tế,33500,34700.0,35000,33200,5.9,Tăng,4.6,14.4
2023-08-16,TRA,Y tế,34900,34600.0,36100,34100,8.1,Biến động mạnh,4.6,14.6
2023-08-17,TRA,Y tế,36200,34700.0,37000,33600,6.2,Giảm,4.6,14.6
2023-08-18,TRA,Y tế,35300,33500.0,36300,32500,8.8,Giảm,4.6,14.2
2023-08-21,TRA,Y tế,30800,32100.0,33400,30000,6.5,Tăng,4.6,13.9
2023-08-22,TRA,Y tế,32300,32500.0,33800,31900,1.7,Biến động mạnh,4.6,14.1
2023-08-23,TRA,Y tế,31000,31900.0,32600,29600,3.1,Biến động mạnh,4.6,13.9
2023-08-24,TRA,Y tế,32200,31600.0,32600,30600,3.7,Biến động mạnh,4.6,14.0
2023-08-25,TRA,Y tế,31800,32100.0,33000,31400,5.0,Biến động mạnh,4.6,14.4
2023-08-28,TRA,Y tế,30400,32000.0,33300,29200,3.2,Tăng,4.6,14.5
2023-08-29,TRA,Y tế,32800,31200.0,33500,30400,4.7,Giảm,4.6,14.3
2023-08-30,TRA,Y tế,33000,31100.0,34500,29900,1.9,Giảm,4.6,14.3
2023-08-31,TRA,Y tế,32000,31100.0,33100,30200,5.6,Giảm,4.6,14.4
